Symbol,Side,SL,TP,Open Time,Open Price,Close Time,Close Price,PnL,Lots,Gain,Day of the week,Session,RR Ratio,Pips,Hour_Decimal,Losing_Streak,Equity_Curve,Equity_Curve_Delayed,Drawdown_State,Lot_Deviation,Prev_Close_Time,Revenge_Timer,Is_High_Risk,Real_Equity,Shadow_Equity
GBPUSD,SELL,1.28427,1.28164,2025-03-11 10:06:00,1.28406,2025-03-11 10:07:00,1.28164,-420.0,20.0,-0.56,Monday,LND,0.0,-21.0,10.1,8,102875.5,103295.5,1.9966793168880455,1.9486638690458427,2025-03-06 12:36:00,7050.0,1,102875.5,107302.5
GBPUSD,SELL,1.28213,1.27445,2025-03-12 06:27:00,1.28183,2025-03-12 06:28:00,1.27445,-540.0,20.0,-0.68,Tuesday,Frankfurt,24.6,-27.0,6.45,9,102335.5,102875.5,2.3951612903225805,1.9486638690458427,2025-03-11 10:07:00,1220.0,1,102335.5,107302.5
GBPUSD,BUY,1.27845,1.28231,2025-03-13 09:31:00,1.2787,2025-03-13 09:32:00,1.28231,-680.0,20.0,-0.82,Wednesday,LND,0.0,-34.0,9.516666666666667,10,101655.5,102335.5,2.907495256166983,1.9486638690458427,2025-03-12 06:28:00,1623.0,1,101655.5,107302.5
GBPUSD,SELL,1.2796,1.27377,2025-03-14 13:21:00,1.2793,2025-03-14 13:22:00,1.27377,754.0,2.0,7.4,Thursday,NY,18.23,55.3,13.35,11,102409.5,101655.5,3.552656546489564,-0.546018168647149,2025-03-13 09:32:00,1669.0,0,102409.5,107302.5
GBPUSD,BUY,1.27339,1.27669,2025-03-14 15:33:00,1.27369,2025-03-14 15:34:00,1.27669,-30.0,1.0,-0.37,Thursday,NY,0.0,-3.0,15.55,0,102379.5,102409.5,2.8372865275142316,-0.6701132069760465,2025-03-14 13:22:00,131.0,0,102379.5,107272.5
GBPUSD,SELL,1.27571,1.27472,2025-03-15 10:32:00,1.27541,2025-03-15 10:33:00,1.27472,-60.0,2.0,-0.74,Friday,LND,2.3,-3.0,10.533333333333333,1,102319.5,102379.5,2.8657495256166983,-0.5376930605365122,2025-03-14 15:34:00,1138.0,0,102319.5,107212.5
GBPUSD,SELL,1.27495,1.27401,2025-03-15 14:04:00,1.27465,2025-03-15 14:05:00,1.27401,0.0,1.0,-0.07,Friday,NY,2.13,0.0,14.066666666666666,2,102319.5,102319.5,2.922675521821632,-0.6613006606598484,2025-03-15 10:33:00,211.0,0,102319.5,107212.5
GBPUSD,SELL,1.27293,1.26901,2025-03-18 15:24:00,1.27263,2025-03-18 15:25:00,1.27293,-28.0,1.0,-0.35,Monday,NY,0.0,-2.8,15.4,0,102291.5,102319.5,2.922675521821632,-0.6525930990689693,2025-03-15 14:05:00,4399.0,0,102291.5,107184.5
GBPUSD,SELL,1.27351,1.27073,2025-03-18 15:57:00,1.27327,2025-03-18 15:58:00,1.27351,-48.0,2.0,-0.62,Monday,NY,27.08,-2.4,15.95,1,102243.5,102291.5,2.9492409867172675,-0.5213231874462851,2025-03-18 15:25:00,32.0,0,102243.5,107184.5
GBPUSD,SELL,1.27056,1.26728,2025-03-19 14:11:00,1.27026,2025-03-19 14:12:00,1.27056,-30.0,1.0,-0.37,Tuesday,NY,0.0,-3.0,14.183333333333334,2,102213.5,102243.5,2.9947817836812147,-0.6439874668454111,2025-03-18 15:58:00,1333.0,0,102213.5,107154.5
GBPUSD,SELL,1.27767,1.27444,2025-03-21 09:08:00,1.27748,2025-03-21 09:09:00,1.27767,-19.34,1.0,-0.26,Thursday,LND,0.0,-1.9,9.133333333333333,3,102194.16,102213.5,3.023244781783681,-0.6354808217896453,2025-03-19 14:12:00,2576.0,1,102194.16,107154.5
GBPUSD,BUY,1.2771,1.28059,2025-03-21 10:31:00,1.2774,2025-03-21 10:32:00,1.2771,-30.0,1.0,-0.37,Thursday,LND,0.0,-3.0,10.516666666666667,4,102164.16,102194.16,3.041593927893735,-0.6270703293286873,2025-03-21 09:09:00,82.0,1,102164.16,107154.5
GBPUSD,BUY,1.27381,1.27604,2025-03-21 12:31:00,1.2741,2025-03-21 12:32:00,1.27381,-29.0,1.0,-0.36,Thursday,NY,0.0,-2.9,12.516666666666667,5,102135.16,102164.16,3.0700569259962016,-0.6187532573089458,2025-03-21 10:32:00,119.0,1,102135.16,107154.5
GBPUSD,BUY,1.27321,1.27624,2025-03-21 12:36:00,1.27362,2025-03-21 12:37:00,1.27321,-41.0,1.0,-0.48,Thursday,NY,0.0,-4.1,12.6,6,102094.16,102135.16,3.097571157495253,-0.6105269710914444,2025-03-21 12:32:00,4.0,1,102094.16,107154.5
GBPUSD,SELL,1.2617,1.25845,2025-03-22 13:38:00,1.2614,2025-03-22 13:39:00,1.2617,-30.0,1.0,-0.37,Friday,NY,0.0,-3.0,13.633333333333333,7,102064.16,102094.16,3.136470588235291,-0.6023889289287703,2025-03-21 12:37:00,1501.0,1,102064.16,107154.5
GBPUSD,BUY,1.26594,1.26971,2025-03-26 10:24:00,1.26624,2025-03-26 10:25:00,1.26594,0.0,1.0,-0.07,Tuesday,LND,0.0,0.0,10.4,8,102064.16,102064.16,3.164933586337758,-0.5982952944374123,2025-03-22 13:39:00,5565.0,0,102064.16,107154.5
GBPUSD,BUY,1.2663,1.26958,2025-03-26 10:35:00,1.2666,2025-03-26 10:36:00,1.2663,-60.0,2.0,-0.74,Tuesday,LND,0.0,-3.0,10.583333333333334,0,102004.16,102064.16,3.164933586337758,-0.47417872419044255,2025-03-26 10:25:00,10.0,1,102004.16,107094.5
GBPUSD,SELL,1.26348,1.26148,2025-03-27 11:00:00,1.26318,2025-03-27 11:01:00,1.26148,340.0,2.0,3.26,Wednesday,LND,5.67,17.0,11.0,1,102344.16,102004.16,3.221859582542691,-0.47794399120196845,2025-03-26 10:36:00,1464.0,0,102344.16,107434.5
GBPUSD,BUY,1.25345,1.25435,2025-05-07 09:34:00,1.25366,2025-05-07 09:35:00,1.25366,0.0,20.0,-0.1,Tuesday,LND,0.0,0.0,9.566666666666666,0,102344.16,102344.16,2.8992789373814007,1.6860451036680637,2025-03-27 11:01:00,58953.0,0,102344.16,107434.5
GBPUSD,BUY,1.24759,1.24842,2025-05-08 13:47:00,1.24789,2025-05-08 13:48:00,1.24789,3.0,20.0,-0.04,Wednesday,NY,0.0,3.0,13.783333333333333,0,102347.16,102344.16,2.8992789373814007,1.6860451036680637,2025-05-07 09:35:00,1692.0,0,102347.16,107437.5
GBPUSD,BUY,1.24747,1.24842,2025-05-08 13:47:00,1.24777,2025-05-08 13:48:00,1.24777,3.0,20.0,-0.04,Wednesday,NY,0.0,3.0,13.783333333333333,0,102350.16,102347.16,2.896432637571154,1.6860451036680637,2025-05-08 13:48:00,-1.0,0,102350.16,107440.5
GBPUSD,SELL,1.24843,1.24737,2025-05-08 14:37:00,1.24813,2025-05-08 14:38:00,1.24813,7.0,20.0,0.04,Wednesday,NY,0.0,7.0,14.616666666666667,0,102357.16,102350.16,2.8935863377609077,1.6860451036680637,2025-05-08 13:48:00,49.0,0,102357.16,107447.5
GBPUSD,SELL,1.25344,1.25277,2025-05-10 08:45:00,1.25324,2025-05-10 08:46:00,1.25324,-2.0,20.0,-0.5,Friday,LND,0.0,-2.0,8.75,0,102355.16,102357.16,2.8869449715369986,1.6860451036680637,2025-05-08 14:38:00,2527.0,0,102355.16,107445.5
GBPUSD,SELL,1.25332,1.25277,2025-05-10 08:50:00,1.25309,2025-05-10 08:51:00,1.25309,-2.3,20.0,-0.56,Friday,LND,0.0,-2.3,8.833333333333334,1,102352.86,102355.16,2.8888425047438298,1.6860451036680637,2025-05-10 08:46:00,4.0,1,102352.86,107445.5
GBPUSD,SELL,1.25357,1.25248,2025-05-10 08:56:00,1.25327,2025-05-10 08:57:00,1.25327,2.2,10.0,0.17,Friday,LND,0.0,2.2,8.933333333333334,2,102355.06,102352.86,2.891024667931688,0.3519809978956688,2025-05-10 08:51:00,5.0,0,102355.06,107445.5
GBPUSD,SELL,1.25603,1.25267,2025-05-14 13:25:00,1.25573,2025-05-14 13:26:00,1.25267,6120.0,20.0,6.02,Tuesday,NY,10.2,30.6,13.416666666666666,0,108475.06,102355.06,2.8889373814041766,1.450778252163032,2025-05-10 08:57:00,6028.0,0,108475.06,113565.5
GBPUSD,BUY,1.2642,1.26586,2025-05-15 13:30:00,1.26442,2025-05-15 13:31:00,1.2642,-440.0,20.0,-0.54,Wednesday,NY,0.0,-2.2,13.5,0,108035.06,108475.06,0.0,1.2968423065059145,2025-05-14 13:26:00,1444.0,0,108035.06,113125.5
GBPUSD,BUY,1.26396,1.26586,2025-05-15 14:30:00,1.26426,2025-05-15 14:31:00,1.26396,-580.0,20.0,-0.68,Wednesday,NY,0.0,-2.8,14.5,1,107455.06,108035.06,0.40562319117408185,1.1670248080717338,2025-05-15 13:31:00,59.0,0,107455.06,112545.5
GBPUSD,SELL,1.26482,1.26182,2025-05-15 15:59:00,1.26456,2025-05-15 16:00:00,1.26482,-520.0,20.0,-0.62,Wednesday,NY,0.0,-2.6,15.983333333333333,2,106935.06,107455.06,0.9403083068126443,1.054262470053147,2025-05-15 14:31:00,88.0,0,106935.06,112025.5
GBPUSD,SELL,1.27039,1.26718,2025-05-20 09:55:00,1.27009,2025-05-20 09:56:00,1.27039,-600.0,20.0,-0.7,Monday,LND,0.0,-3.0,9.916666666666666,3,106335.06,106935.06,1.4196811691092865,0.9538022776138532,2025-05-15 16:00:00,6835.0,1,106335.06,112025.5
GBPUSD,SELL,1.27018,1.26811,2025-05-20 13:20:00,1.2699,2025-05-20 13:21:00,1.27018,-520.0,20.0,-0.62,Monday,NY,0.0,-2.6,13.333333333333334,4,105815.06,106335.06,1.972803702528489,0.8626621856275073,2025-05-20 09:56:00,204.0,1,105815.06,112025.5
GBPUSD,SELL,1.27011,1.26811,2025-05-20 13:32:00,1.26985,2025-05-20 13:33:00,1.27011,-560.0,20.0,-0.66,Monday,NY,0.0,-2.8,13.533333333333333,5,105255.06,105815.06,2.4521765648251312,0.77830500687676,2025-05-20 13:21:00,11.0,1,105255.06,112025.5
GBPUSD,BUY,1.27159,1.27311,2025-05-21 08:51:00,1.27185,2025-05-21 08:52:00,1.27159,-520.0,20.0,-0.62,Tuesday,LND,0.0,-2.6,8.85,6,104735.06,105255.06,2.9684242626830537,0.6987991199005286,2025-05-20 13:33:00,1158.0,1,104735.06,112025.5
GBPUSD,BUY,1.2713,1.27196,2025-05-21 11:38:00,1.2716,2025-05-21 11:39:00,1.2713,720.0,20.0,0.62,Tuesday,LND,1.2,3.6,11.633333333333333,7,105455.06,104735.06,3.4477971249796955,0.6224729775202118,2025-05-21 08:52:00,166.0,0,105455.06,112745.5
GBPUSD,SELL,1.27333,1.27,2025-05-22 11:09:00,1.27314,2025-05-22 11:10:00,1.27,-380.0,20.0,-0.48,Wednesday,LND,0.0,-17.0,11.15,0,105075.06,105455.06,2.7840500848766525,0.5477225575051662,2025-05-21 11:39:00,1410.0,0,105075.06,112365.5
GBPUSD,SELL,1.27339,1.27,2025-05-22 11:15:00,1.27316,2025-05-22 11:16:00,1.27,-460.0,20.0,-0.56,Wednesday,LND,0.0,-23.0,11.25,1,104615.06,105075.06,3.134361022708814,0.4728054288446504,2025-05-22 11:10:00,5.0,1,104615.06,112365.5
GBPUSD,SELL,1.27343,1.27,2025-05-22 12:18:00,1.27317,2025-05-22 12:19:00,1.27,2950.0,20.0,2.85,Wednesday,LND,6.73,169.0,12.3,2,107565.06,104615.06,3.5584216316635366,0.3956120267884248,2025-05-22 11:16:00,62.0,0,107565.06,115315.5
GBPUSD,SELL,1.27343,1.27,2025-05-22 12:18:00,1.27318,2025-05-22 12:19:00,1.27,2970.0,20.0,2.87,Wednesday,LND,6.73,169.0,12.3,0,110535.06,107565.06,0.8389025090191238,0.31109089793426437,2025-05-22 12:19:00,-1.0,0,110535.06,118285.5
GBPUSD,SELL,1.27442,1.27213,2025-05-22 15:00:00,1.27317,2025-05-22 15:01:00,1.27213,-250.0,20.0,-0.35,Wednesday,NY,0.0,-25.0,15.0,0,110285.06,110535.06,0.0,0.22360679774998082,2025-05-22 12:19:00,161.0,0,110285.06,118035.5
GBPUSD,SELL,1.27427,1.27213,2025-05-22 15:21:00,1.27402,2025-05-22 15:22:00,1.27213,790.0,20.0,0.69,Wednesday,NY,2.96,74.0,15.35,1,111075.06,110285.06,0.2261725827081471,0.22360679774998082,2025-05-22 15:01:00,20.0,0,111075.06,118825.5
GBPUSD,BUY,1.27322,1.27442,2025-05-23 14:02:00,1.27352,2025-05-23 14:03:00,1.27442,1000.0,20.0,0.9,Thursday,NY,3.0,90.0,14.033333333333333,0,112075.06,111075.06,0.0,0.22360679774998082,2025-05-22 15:22:00,1360.0,0,112075.06,119825.5
GBPUSD,BUY,1.27022,1.27507,2025-05-24 10:18:00,1.27052,2025-05-24 10:19:00,1.27052,260.0,20.0,0.16,Friday,LND,0.86,26.0,10.3,0,112335.06,112075.06,0.0,0.22360679774998082,2025-05-23 14:03:00,1215.0,0,112335.06,120085.5
GBPUSD,SELL,1.27114,1.2679,2025-05-24 10:34:00,1.27089,2025-05-24 10:35:00,1.2679,-600.0,20.0,-0.7,Friday,LND,0.0,-30.0,10.566666666666666,0,111735.06,112335.06,0.0,0.22360679774998082,2025-05-24 10:19:00,15.0,0,111735.06,119485.5
GBPUSD,SELL,1.27113,1.26783,2025-05-24 10:34:00,1.27088,2025-05-24 10:35:00,1.26783,-500.0,20.0,-0.6,Friday,LND,0.0,-25.0,10.566666666666666,1,111235.06,111735.06,0.5341164192194315,0.22360679774998082,2025-05-24 10:35:00,-1.0,1,111235.06,119485.5
GBPUSD,SELL,1.27114,1.2679,2025-05-24 11:03:00,1.27089,2025-05-24 11:04:00,1.2679,-420.0,20.0,-0.52,Friday,LND,0.0,-21.0,11.05,2,110815.06,111235.06,0.9792134352356245,0.22360679774998082,2025-05-24 10:35:00,28.0,0,110815.06,119065.5
GBPUSD,SELL,1.27114,1.26783,2025-05-24 11:03:00,1.27084,2025-05-24 11:04:00,1.26783,-500.0,20.0,-0.6,Friday,LND,0.0,-35.0,11.05,3,110315.06,110815.06,1.3530949286892267,0.0,2025-05-24 11:04:00,-1.0,1,110315.06,119065.5
GBPUSD,SELL,1.27687,1.2692,2025-05-29 09:07:00,1.27657,2025-05-29 09:08:00,1.27657,0.5,20.0,0.0,Wednesday,LND,0.0,0.5,9.116666666666667,4,110315.56,110315.06,1.7981919447054198,0.0,2025-05-24 11:04:00,7083.0,0,110315.56,119066.0
GBPUSD,SELL,1.27672,1.26921,2025-05-29 10:40:00,1.27642,2025-05-29 10:41:00,1.27642,1.9,20.0,0.28,Wednesday,LND,0.0,1.9,10.666666666666666,0,110317.45999999999,110315.56,1.7977468476894034,0.0,2025-05-29 09:08:00,92.0,0,110317.45999999999,119067.9
GBPUSD,BUY,1.27091,1.27331,2025-05-30 11:04:00,1.27116,2025-05-30 11:05:00,1.27091,-2.1,20.0,-0.52,Thursday,LND,0.0,-2.1,11.066666666666666,0,110315.36,110317.45999999999,1.7960554790285472,0.0,2025-05-29 10:41:00,1463.0,0,110315.35999999999,119065.79999999999
GBPUSD,BUY,1.27087,1.27142,2025-05-30 11:05:00,1.27112,2025-05-30 11:06:00,1.27087,-1.6,20.0,-0.42,Thursday,LND,0.0,-1.6,11.083333333333334,1,110313.76,110315.36,1.7979248864958202,0.0,2025-05-30 11:05:00,0.0,1,110313.75999999998,119065.79999999999
GBPUSD,SELL,1.27311,1.27209,2025-05-30 15:27:00,1.27281,2025-05-30 15:28:00,1.27281,-2.7,20.0,-0.62,Thursday,NY,0.0,-2.7,15.45,2,110311.06,110313.76,1.7993491969470774,0.0,2025-05-30 11:06:00,261.0,0,110311.05999999998,119063.09999999999
GBPUSD,SELL,1.27324,1.27239,2025-05-30 15:45:00,1.27294,2025-05-30 15:46:00,1.27294,-1.2,20.0,-0.34,Thursday,NY,0.0,-1.2,15.75,3,110309.86,110311.06,1.8017527208335622,0.0,2025-05-30 15:28:00,17.0,1,110309.85999999999,119063.09999999999
GBPUSD,SELL,1.2733,1.26943,2025-06-03 12:50:00,1.273,2025-06-03 12:51:00,1.2733,-440.0,20.0,-0.54,Monday,LND,1.13,-2.2,12.833333333333334,4,109869.86,110309.86,1.8028209536719983,0.0,2025-05-30 15:46:00,5584.0,1,109869.85999999999,118623.09999999999
GBPUSD,SELL,1.27661,1.27583,2025-06-04 13:45:00,1.27636,2025-06-04 13:46:00,1.27661,-400.0,20.0,-0.5,Tuesday,NY,1.9,-2.0,13.75,5,109469.86,109869.86,2.1945063277662484,0.0,2025-06-03 12:51:00,1494.0,1,109469.85999999999,118223.09999999999
GBPUSD,BUY,1.27581,1.27864,2025-06-04 14:12:00,1.27606,2025-06-04 14:13:00,1.27581,160.0,20.0,0.06,Tuesday,NY,10.32,0.8,14.2,6,109629.86,109469.86,2.5505839405792026,0.0,2025-06-04 13:46:00,26.0,0,109629.85999999999,118383.09999999999
GBPUSD,SELL,1.27749,1.27558,2025-06-05 10:20:00,1.27719,2025-06-05 10:21:00,1.27749,-540.0,20.0,-0.64,Wednesday,LND,0.0,-2.7,10.333333333333334,0,109089.86,109629.86,2.408152895454021,0.0,2025-06-04 14:13:00,1207.0,0,109089.85999999999,117843.09999999999
GBPUSD,SELL,1.2793,1.27588,2025-06-05 14:24:00,1.279,2025-06-05 14:25:00,1.2793,100.0,20.0,0.0,Wednesday,NY,10.4,0.5,14.4,1,109189.86,109089.86,2.8888576727515094,0.0,2025-06-05 10:21:00,243.0,0,109189.85999999999,117943.09999999999
GBPUSD,SELL,1.27936,1.27756,2025-06-06 08:59:00,1.27906,2025-06-06 09:00:00,1.27936,1740.0,20.0,1.64,Thursday,LND,5.0,8.6,8.983333333333333,0,110929.86,109189.86,2.7998382695482706,0.0,2025-06-05 14:25:00,1114.0,0,110929.85999999999,119683.09999999999
GBPUSD,BUY,1.27768,1.27881,2025-06-06 11:18:00,1.27798,2025-06-06 11:19:00,1.27768,440.0,20.0,0.34,Thursday,LND,2.77,2.2,11.3,0,111369.86,110929.86,1.2509006538119192,0.0,2025-06-06 09:00:00,138.0,0,111369.85999999999,120123.09999999999
GBPUSD,BUY,1.27653,1.27837,2025-06-06 13:07:00,1.27688,2025-06-06 13:08:00,1.27653,-700.0,20.0,-0.8,Thursday,NY,0.0,-3.5,13.116666666666667,0,110669.86,111369.86,0.8592152797176693,0.0,2025-06-06 11:19:00,108.0,0,110669.85999999999,119423.09999999999
GBPUSD,BUY,1.27695,1.27861,2025-06-06 13:16:00,1.2772,2025-06-06 13:17:00,1.27695,2810.0,20.0,2.71,Thursday,NY,5.64,14.1,13.266666666666667,1,113479.86,110669.86,1.4823511021403395,0.0,2025-06-06 13:08:00,8.0,0,113479.85999999999,122233.09999999999
GBPUSD,BUY,1.27203,1.2739,2025-06-07 15:26:00,1.27233,2025-06-07 15:27:00,1.27203,2470.0,20.0,2.37,Friday,NY,5.23,15.7,15.433333333333334,0,115949.86,113479.86,0.0,0.0,2025-06-06 13:17:00,1569.0,0,115949.85999999999,124703.09999999999
GBPUSD,BUY,1.27059,1.27104,2025-06-10 10:14:00,1.27089,2025-06-10 10:15:00,1.27059,300.0,20.0,0.2,Monday,LND,0.5,1.5,10.233333333333333,0,116249.86,115949.86,0.0,0.0,2025-06-07 15:27:00,4007.0,0,116249.85999999999,125003.09999999999
GBPUSD,SELL,1.27174,1.26989,2025-06-10 13:07:00,1.27149,2025-06-10 13:08:00,1.27174,-540.0,20.0,-0.64,Monday,NY,0.0,-2.7,13.116666666666667,0,115709.86,116249.86,0.0,0.0,2025-06-10 10:15:00,172.0,0,115709.85999999999,124463.09999999999
GBPUSD,BUY,1.27091,1.27276,2025-06-10 14:56:00,1.27121,2025-06-10 14:57:00,1.27091,-500.0,20.0,-0.6,Monday,NY,0.0,-2.5,14.933333333333334,1,115209.86,115709.86,0.4645166884502055,0.0,2025-06-10 13:08:00,108.0,0,115209.85999999999,123963.09999999999
GBPUSD,SELL,1.27283,1.27093,2025-06-11 09:17:00,1.27259,2025-06-11 09:18:00,1.27283,-480.0,20.0,-0.58,Tuesday,LND,0.0,-2.4,9.283333333333333,2,114729.86,115209.86,0.8946247333115069,0.0,2025-06-10 14:57:00,1100.0,0,114729.85999999999,123483.09999999999
GBPUSD,SELL,1.2731,1.27125,2025-06-11 10:34:00,1.27285,2025-06-11 10:35:00,1.2731,-520.0,20.0,-0.62,Tuesday,LND,0.0,-2.6,10.566666666666666,3,114209.86,114729.86,1.3075284563783562,0.0,2025-06-11 09:18:00,76.0,1,114209.85999999999,123483.09999999999
EUROUSD,BUY,1.07911,1.08232,2025-06-13 14:03:00,1.07936,2025-06-13 14:04:00,1.07911,-280.0,20.0,-0.38,Thursday,NY,0.0,-1.4,14.05,4,113929.86,114209.86,1.75484082303411,0.0,2025-06-11 10:35:00,3088.0,1,113929.85999999999,123483.09999999999
GBPUSD,BUY,1.27413,1.27602,2025-06-13 17:41:00,1.27443,2025-06-13 17:42:00,1.27413,-560.0,20.0,-0.66,Thursday,NY,0.0,-2.8,17.683333333333334,5,113369.86,113929.86,1.9957013281564386,0.0,2025-06-13 14:04:00,217.0,1,113369.85999999999,123483.09999999999
GBPUSD,SELL,1.27471,1.27281,2025-06-13 18:00:00,1.27441,2025-06-13 18:01:00,1.27471,-620.0,20.0,-0.72,Thursday,NY,0.0,-3.1,18.0,6,112749.86,113369.86,2.477422338401096,0.0,2025-06-13 17:42:00,18.0,1,112749.85999999999,123483.09999999999
GBPUSD,BUY,1.26776,1.26705,2025-06-17 09:54:00,1.26736,2025-06-17 09:55:00,1.26705,-620.0,20.0,-0.72,Monday,LND,0.0,-3.1,9.9,7,112129.86,112749.86,3.01075631402911,0.0,2025-06-13 18:01:00,5273.0,1,112129.85999999999,123483.09999999999
GBPUSD,BUY,1.26776,1.26705,2025-06-17 09:54:00,1.26736,2025-06-17 09:55:00,1.26705,-620.0,20.0,-0.72,Tuesday,London,-7.75,3.1,9.9,8,111509.86,112129.86,3.544090289657124,0.0,2025-06-17 09:55:00,-1.0,1,111509.85999999999,123483.09999999999
GBPUSD,BUY,1.26776,1.26705,2025-06-17 10:17:00,1.26737,2025-06-17 10:18:00,1.26705,-640.0,20.0,-0.74,Monday,LND,0.0,-3.2,10.283333333333333,9,110869.86,111509.86,4.077424265285138,0.0,2025-06-17 09:55:00,22.0,1,110869.85999999999,123483.09999999999
GBPUSD,BUY,1.26776,1.26705,2025-06-17 10:17:00,1.26737,2025-06-17 10:18:00,1.26705,-640.0,20.0,-0.74,Tuesday,London,-7.75,3.2,10.283333333333333,10,110229.86,110869.86,4.627962562707602,0.0,2025-06-17 10:18:00,-1.0,1,110229.85999999999,123483.09999999999
GBPUSD,SELL,1.26882,1.26692,2025-06-18 13:55:00,1.26855,2025-06-18 13:56:00,1.26692,-600.0,20.0,-0.7,Tuesday,NY,0.0,-3.0,13.916666666666666,11,109629.86,110229.86,5.178500860130069,0.0,2025-06-17 10:18:00,1657.0,1,109629.85999999999,123483.09999999999
GBPUSD,SELL,1.26882,1.26692,2025-06-18 13:55:00,1.26855,2025-06-18 13:56:00,1.26692,-600.0,20.0,-0.7,Wednesday,New York,8.32,16.3,13.916666666666666,12,109029.86,109629.86,5.694630513963631,0.0,2025-06-18 13:56:00,-1.0,1,109029.85999999999,123483.09999999999
GBPUSD,BUY,1.26937,1.27127,2025-06-18 15:50:00,1.26967,2025-06-18 15:51:00,1.27127,-640.0,20.0,-0.74,Tuesday,NY,0.0,-3.2,15.833333333333334,13,108389.86,109029.86,6.210760167797192,0.0,2025-06-18 13:56:00,114.0,1,108389.85999999999,123483.09999999999
GBPUSD,BUY,1.26937,1.27127,2025-06-18 15:50:00,1.26967,2025-06-18 15:51:00,1.27127,-640.0,20.0,-0.74,Wednesday,New York,6.67,16.0,15.833333333333334,14,107749.86,108389.86,6.7612984652196575,0.0,2025-06-18 15:51:00,-1.0,1,107749.85999999999,123483.09999999999
GBPUSD,BUY,1.26858,1.27018,2025-06-18 16:11:00,1.26888,2025-06-18 16:12:00,1.27018,-600.0,20.0,-0.7,Tuesday,NY,0.0,-3.0,16.183333333333334,15,107149.86,107749.86,7.311836762642124,0.0,2025-06-18 15:51:00,20.0,1,107149.85999999999,123483.09999999999
GBPUSD,BUY,1.26858,1.27018,2025-06-18 16:11:00,1.26888,2025-06-18 16:12:00,1.27018,-600.0,20.0,-0.7,Wednesday,New York,6.0,13.0,16.183333333333334,16,106549.86,107149.86,7.827966416475686,0.0,2025-06-18 16:12:00,-1.0,1,106549.85999999999,123483.09999999999
GBPUSD,BUY,1.26844,1.27092,2025-06-18 16:12:00,1.26874,2025-06-18 16:13:00,1.27092,2890.0,20.0,2.79,Wednesday,New York,8.2,21.8,16.2,17,109439.86,106549.86,8.344096070309247,0.0,2025-06-18 16:12:00,0.0,0,109439.85999999999,126373.09999999999
GBPUSD,BUY,1.26844,1.27092,2025-06-18 16:12:00,1.26874,2025-06-18 16:13:00,1.27092,2890.0,20.0,2.79,Tuesday,NY,7.27,14.4,16.2,0,112329.86,109439.86,5.858071571010925,0.0,2025-06-18 16:13:00,-1.0,0,112329.85999999999,129263.09999999999
GBPUSD,SELL,1.27333,1.27146,2025-06-19 11:04:00,1.27308,2025-06-19 11:05:00,1.27146,-500.0,20.0,-0.6,Wednesday,LND,0.0,-2.5,11.066666666666666,0,111829.86,112329.86,3.3720470717126028,0.0,2025-06-18 16:13:00,1131.0,0,111829.85999999999,128763.09999999999
GBPUSD,SELL,1.27333,1.27146,2025-06-19 11:04:00,1.27308,2025-06-19 11:05:00,1.27146,-500.0,20.0,-0.6,Thursday,London,8.46,16.2,11.066666666666666,1,111329.86,111829.86,3.8021551165739043,0.0,2025-06-19 11:05:00,-1.0,1,111329.85999999999,128763.09999999999
GBPUSD,BUY,1.2728,1.27381,2025-06-19 11:28:00,1.2731,2025-06-19 11:29:00,1.27381,760.0,20.0,0.66,Thursday,London,10.1,7.1,11.466666666666667,2,112089.86,111329.86,4.232263161435205,0.0,2025-06-19 11:05:00,23.0,0,112089.85999999999,129523.09999999999
GBPUSD,BUY,1.2728,1.27381,2025-06-19 11:28:00,1.2731,2025-06-19 11:29:00,1.27381,760.0,20.0,0.66,Wednesday,LND,2.37,3.8,11.466666666666667,0,112849.86,112089.86,3.5784989332460277,0.0,2025-06-19 11:29:00,-1.0,0,112849.85999999999,130283.09999999999
GBPUSD,BUY,1.27295,1.27399,2025-06-19 12:38:00,1.2732,2025-06-19 12:39:00,1.27399,-380.0,20.0,-0.48,Thursday,London,4.89,7.9,12.633333333333333,0,112469.86,112849.86,2.9247347050568493,0.0,2025-06-19 11:29:00,69.0,0,112469.85999999999,129903.09999999999
GBPUSD,BUY,1.27295,1.27399,2025-06-19 12:38:00,1.2732,2025-06-19 12:39:00,1.27399,-380.0,20.0,-0.48,Wednesday,LND,0.0,-1.9,12.633333333333333,1,112089.86,112469.86,3.2516168191514385,0.0,2025-06-19 12:39:00,-1.0,1,112089.85999999999,129903.09999999999
GBPUSD,BUY,1.273,1.27399,2025-06-19 12:43:00,1.27325,2025-06-19 12:44:00,1.27399,-200.0,20.0,-0.3,Thursday,London,3.96,7.4,12.716666666666667,2,111889.86,112089.86,3.5784989332460277,0.0,2025-06-19 12:39:00,4.0,1,111889.85999999999,129903.09999999999
GBPUSD,BUY,1.273,1.27399,2025-06-19 12:43:00,1.27325,2025-06-19 12:44:00,1.27399,-200.0,20.0,-0.3,Wednesday,LND,0.0,-1.0,12.716666666666667,3,111689.86,111889.86,3.750542151190548,0.0,2025-06-19 12:44:00,-1.0,1,111689.85999999999,129903.09999999999
